user_id,age_band,province,registration_date,channel_preference,limit_configured,marketing_opt_in,self_excluded
U005521,36-45,Málaga,2023-07-28,online,0,1,0
U005522,56-65,Granada,2024-11-27,online,0,1,0
U005523,26-35,Alicante,2024-11-20,online,1,1,0
U005524,26-35,Málaga,2023-03-11,online,1,1,0
U005525,26-35,Valencia,2024-11-21,retail,0,0,0
U005526,46-55,Almería,2024-07-20,online,1,1,0
U005527,26-35,Barcelona,2023-03-19,online,1,1,0
U005528,36-45,Málaga,2024-01-15,online,1,1,0
U005529,26-35,Madrid,2023-01-26,online,0,1,0
U005530,46-55,Almería,2024-03-05,online,0,0,0
U005531,36-45,Granada,2024-11-12,retail,0,1,0
U005532,36-45,Málaga,2023-09-26,online,0,1,0
U005533,36-45,Granada,2024-01-07,retail,0,1,0
U005534,46-55,Valencia,2023-06-16,retail,0,0,0
U005535,46-55,Murcia,2024-01-30,retail,1,0,0
U005536,26-35,Granada,2024-08-08,online,0,1,0
U005537,36-45,Almería,2023-06-07,retail,0,1,0
U005538,26-35,Almería,2024-02-09,online,0,0,0
U005539,46-55,Barcelona,2023-09-16,online,1,1,0
U005540,26-35,Valencia,2024-06-29,retail,0,0,0
U005541,26-35,Almería,2024-05-27,online,0,0,0
U005542,26-35,Valencia,2024-05-25,retail,1,0,0
U005543,46-55,Alicante,2023-10-03,online,0,1,0
U005544,36-45,Murcia,2024-03-13,online,1,0,0
U005545,18-25,Murcia,2024-04-20,online,1,1,0
U005546,26-35,Alicante,2024-05-11,online,1,1,0
U005547,26-35,Madrid,2024-02-24,online,1,1,0
U005548,46-55,Málaga,2024-09-24,retail,1,1,0
U005549,18-25,Granada,2023-07-01,online,0,1,0
U005550,26-35,Granada,2023-02-10,online,0,0,0
U005551,36-45,Almería,2024-12-03,online,0,1,0
U005552,26-35,Barcelona,2023-02-14,online,1,0,0
U005553,26-35,Almería,2024-10-21,online,1,0,0
U005554,56-65,Valencia,2024-03-22,online,1,1,0
U005555,26-35,Barcelona,2024-11-01,retail,0,0,0
U005556,36-45,Murcia,2024-02-17,online,1,0,0
U005557,26-35,Málaga,2024-08-22,online,0,1,0
U005558,26-35,Granada,2024-06-10,online,1,1,0
U005559,56-65,Valencia,2024-01-19,retail,0,1,0
U005560,26-35,Madrid,2023-09-23,online,0,1,0
U005561,36-45,Alicante,2023-01-03,retail,1,1,0
U005562,46-55,Alicante,2023-07-03,online,1,1,0
U005563,18-25,Barcelona,2024-11-25,online,0,1,0
U005564,36-45,Almería,2023-07-21,online,1,1,0
U005565,26-35,Valencia,2024-07-02,online,1,1,0
U005566,26-35,Barcelona,2024-01-07,online,0,1,0
U005567,56-65,Murcia,2023-08-14,online,1,1,0
U005568,36-45,Murcia,2024-12-24,online,0,1,0
U005569,46-55,Madrid,2023-02-04,retail,0,1,0
U005570,26-35,Alicante,2024-02-29,online,0,1,0
U005571,36-45,Barcelona,2023-12-03,online,1,1,0
U005572,18-25,Valencia,2023-02-25,retail,1,0,0
U005573,26-35,Málaga,2023-06-06,online,1,0,0
U005574,36-45,Valencia,2024-05-21,online,0,1,0
U005575,36-45,Barcelona,2023-03-21,online,0,0,0
U005576,26-35,Madrid,2024-08-07,online,0,0,0
U005577,26-35,Barcelona,2024-04-01,retail,1,1,0
U005578,46-55,Valencia,2023-03-15,online,1,0,0
U005579,18-25,Málaga,2023-07-29,online,1,1,0
U005580,36-45,Granada,2023-04-11,retail,1,1,0
U005581,36-45,Málaga,2024-08-05,retail,0,1,0
U005582,26-35,Madrid,2024-01-25,online,1,1,0
U005583,26-35,Almería,2023-01-03,online,0,0,0
U005584,56-65,Murcia,2024-02-01,retail,1,0,0
U005585,18-25,Málaga,2023-12-19,online,1,0,0
U005586,56-65,Almería,2024-04-14,online,1,1,0
U005587,26-35,Madrid,2023-01-26,online,0,1,0
U005588,46-55,Barcelona,2023-01-26,online,0,1,0
U005589,46-55,Valencia,2023-09-13,online,1,1,0
U005590,36-45,Málaga,2024-05-17,online,0,1,0
U005591,65+,Granada,2024-05-01,retail,0,1,0
U005592,46-55,Granada,2023-07-23,retail,0,1,0
U005593,26-35,Valencia,2023-06-07,online,0,1,0
U005594,36-45,Almería,2024-05-13,online,0,1,0
U005595,36-45,Madrid,2023-01-20,online,0,1,0
U005596,36-45,Madrid,2024-02-11,online,1,0,0
U005597,46-55,Madrid,2023-11-06,retail,0,1,0
U005598,18-25,Málaga,2023-06-24,online,0,1,0
U005599,26-35,Madrid,2024-01-15,online,0,1,0
U005600,36-45,Málaga,2023-06-08,retail,0,0,0
U005601,26-35,Valencia,2024-02-16,retail,0,1,0
U005602,26-35,Alicante,2023-04-19,online,1,0,0
U005603,56-65,Granada,2023-10-24,online,0,1,0
U005604,46-55,Murcia,2024-01-08,online,0,1,0
U005605,18-25,Valencia,2023-01-24,retail,1,0,0
U005606,26-35,Madrid,2024-03-21,online,0,1,0
U005607,18-25,Granada,2024-07-01,retail,1,1,0
U005608,56-65,Alicante,2024-11-28,online,0,0,0
U005609,26-35,Valencia,2023-05-29,retail,0,1,0
U005610,65+,Alicante,2023-06-02,online,0,1,0
U005611,46-55,Granada,2023-08-11,online,0,1,0
U005612,26-35,Barcelona,2024-10-12,online,0,0,0
U005613,26-35,Valencia,2023-10-25,online,1,0,0
U005614,36-45,Madrid,2023-08-09,retail,1,1,0
U005615,26-35,Almería,2024-06-25,online,1,0,0
U005616,26-35,Barcelona,2023-01-28,online,0,1,0
U005617,65+,Barcelona,2024-02-05,retail,1,1,0
U005618,18-25,Madrid,2023-11-25,online,1,1,0
U005619,18-25,Madrid,2024-04-01,online,1,1,0
U005620,26-35,Barcelona,2024-06-17,online,0,0,0
U005621,18-25,Madrid,2023-08-26,retail,0,1,0
U005622,26-35,Granada,2024-04-09,online,1,0,0
U005623,18-25,Granada,2024-01-18,online,0,1,0
U005624,65+,Málaga,2023-04-08,online,1,0,0
U005625,26-35,Málaga,2024-10-05,online,0,1,0
U005626,46-55,Barcelona,2024-07-04,online,1,0,0
U005627,46-55,Valencia,2024-11-03,retail,1,0,0
U005628,36-45,Barcelona,2024-06-09,retail,1,1,0
U005629,18-25,Málaga,2023-06-28,online,0,1,0
U005630,36-45,Almería,2023-11-11,online,0,1,0
U005631,26-35,Málaga,2023-10-10,online,0,1,0
U005632,36-45,Valencia,2023-01-27,online,0,1,0
U005633,26-35,Granada,2023-10-27,online,0,0,0
U005634,18-25,Madrid,2023-09-10,retail,0,1,0
U005635,36-45,Madrid,2023-01-03,online,1,1,0
U005636,18-25,Murcia,2024-09-10,retail,1,1,0
U005637,18-25,Murcia,2023-04-16,online,0,1,0
U005638,18-25,Granada,2024-01-01,online,1,1,0
U005639,18-25,Murcia,2024-07-26,online,1,1,0
U005640,36-45,Murcia,2024-03-17,retail,0,1,0
U005641,46-55,Málaga,2023-05-04,retail,0,0,0
U005642,26-35,Málaga,2024-03-27,retail,0,1,0
U005643,18-25,Almería,2024-07-07,retail,0,1,0
U005644,26-35,Alicante,2024-09-15,online,0,0,0
U005645,18-25,Madrid,2023-08-21,online,1,1,0
U005646,56-65,Málaga,2023-01-25,online,1,1,0
U005647,26-35,Valencia,2024-03-19,online,0,0,0
U005648,36-45,Murcia,2023-06-14,online,1,1,0
U005649,65+,Murcia,2024-07-24,online,0,1,0
U005650,26-35,Alicante,2024-05-11,online,0,1,0
U005651,18-25,Almería,2024-07-18,online,1,0,0
U005652,26-35,Almería,2024-12-07,online,0,1,0
U005653,26-35,Barcelona,2024-03-02,retail,0,0,0
U005654,18-25,Madrid,2024-10-22,online,0,0,0
U005655,36-45,Málaga,2024-04-13,online,0,1,0
U005656,36-45,Almería,2023-05-13,retail,0,1,0
U005657,26-35,Almería,2024-08-06,online,0,0,0
U005658,36-45,Alicante,2024-05-21,online,0,1,0
U005659,26-35,Murcia,2024-12-14,retail,0,1,0
U005660,36-45,Málaga,2023-06-27,online,1,0,0
U005661,26-35,Murcia,2023-09-01,online,1,1,0
U005662,26-35,Madrid,2024-08-22,online,0,0,0
U005663,46-55,Málaga,2023-02-15,retail,1,1,0
U005664,36-45,Granada,2024-04-07,retail,0,1,0
U005665,65+,Murcia,2024-01-26,online,0,0,0
U005666,18-25,Granada,2023-05-04,online,0,1,0
U005667,56-65,Almería,2023-05-01,online,0,0,0
U005668,46-55,Valencia,2024-08-14,online,0,0,0
U005669,26-35,Alicante,2023-01-12,online,0,0,0
U005670,18-25,Barcelona,2024-06-29,retail,0,0,0
U005671,36-45,Granada,2024-06-18,online,0,1,0
U005672,46-55,Almería,2024-04-19,retail,0,1,0
U005673,46-55,Málaga,2023-10-26,online,1,1,0
U005674,46-55,Granada,2023-01-21,online,0,1,0
U005675,26-35,Madrid,2024-08-08,online,1,1,0
U005676,36-45,Alicante,2023-04-02,online,0,1,0
U005677,36-45,Barcelona,2023-07-24,online,0,0,0
U005678,26-35,Madrid,2024-11-22,online,0,0,0
U005679,36-45,Madrid,2023-08-09,retail,0,1,0
U005680,36-45,Málaga,2023-07-06,retail,1,0,0
U005681,36-45,Barcelona,2024-12-11,online,0,1,0
U005682,26-35,Madrid,2023-03-04,online,0,1,0
U005683,36-45,Murcia,2023-04-28,online,0,1,0
U005684,36-45,Málaga,2023-11-16,retail,1,1,0
U005685,26-35,Almería,2024-07-29,online,1,0,0
U005686,36-45,Alicante,2024-10-07,online,0,1,0
U005687,26-35,Almería,2024-07-05,retail,0,1,0
U005688,26-35,Granada,2024-12-13,retail,0,1,0
U005689,36-45,Málaga,2023-01-13,online,1,1,0
U005690,46-55,Málaga,2024-03-28,retail,1,1,0
U005691,36-45,Madrid,2023-03-26,online,1,1,0
U005692,26-35,Almería,2024-10-26,online,1,1,0
U005693,46-55,Almería,2024-11-13,retail,1,0,0
U005694,26-35,Alicante,2023-08-10,online,1,1,0
U005695,56-65,Murcia,2024-08-27,retail,0,0,0
U005696,36-45,Valencia,2024-04-05,online,0,1,0
U005697,18-25,Madrid,2023-03-15,online,0,1,0
U005698,46-55,Murcia,2024-03-16,online,0,1,0
U005699,26-35,Granada,2024-12-13,online,0,1,0
U005700,56-65,Málaga,2023-08-13,retail,0,0,0
U005701,18-25,Barcelona,2023-01-01,online,1,1,0
U005702,46-55,Almería,2024-12-14,retail,1,1,0
U005703,26-35,Almería,2023-10-30,online,1,0,0
U005704,26-35,Alicante,2023-11-11,online,0,0,0
U005705,36-45,Barcelona,2024-06-04,retail,1,1,0
U005706,18-25,Barcelona,2024-03-17,online,1,1,0
U005707,46-55,Madrid,2023-08-09,online,0,0,0
U005708,26-35,Granada,2023-03-14,online,1,0,0
U005709,46-55,Almería,2024-08-26,online,0,0,0
U005710,65+,Málaga,2023-12-19,online,0,1,0
U005711,26-35,Alicante,2024-05-05,online,0,1,0
U005712,46-55,Murcia,2024-09-20,online,0,1,0
U005713,18-25,Valencia,2023-01-13,retail,0,0,0
U005714,65+,Granada,2024-09-19,online,0,0,0
U005715,46-55,Granada,2024-07-02,retail,1,1,0
U005716,18-25,Almería,2024-11-22,online,0,1,0
U005717,56-65,Murcia,2023-06-20,retail,0,1,0
U005718,36-45,Granada,2023-08-24,online,0,0,0
U005719,18-25,Barcelona,2024-04-27,online,1,1,0
U005720,46-55,Almería,2024-11-06,retail,0,1,0
U005721,36-45,Barcelona,2024-12-25,online,0,0,0
U005722,46-55,Barcelona,2023-11-01,online,0,1,0
U005723,65+,Valencia,2024-01-29,retail,0,0,0
U005724,65+,Murcia,2023-05-05,retail,1,1,0
U005725,36-45,Almería,2024-05-21,online,0,1,0
U005726,36-45,Barcelona,2024-09-03,online,0,1,0
U005727,46-55,Alicante,2024-08-06,online,1,0,0
U005728,36-45,Alicante,2023-09-10,online,1,1,0
U005729,26-35,Murcia,2024-12-04,retail,1,0,0
U005730,18-25,Granada,2023-03-29,retail,1,1,0
U005731,36-45,Almería,2023-12-27,online,0,1,0
U005732,36-45,Almería,2024-02-09,online,0,0,0
U005733,56-65,Barcelona,2024-01-27,online,0,1,0
U005734,26-35,Alicante,2024-07-07,retail,0,1,0
U005735,26-35,Alicante,2024-03-21,online,1,0,0
U005736,56-65,Granada,2023-02-26,online,1,1,0
U005737,36-45,Barcelona,2023-05-12,online,1,0,0
U005738,36-45,Barcelona,2024-01-24,online,0,1,0
U005739,26-35,Murcia,2024-05-22,retail,0,1,0
U005740,18-25,Alicante,2024-01-11,online,1,1,0
U005741,36-45,Valencia,2023-09-17,online,1,0,0
U005742,36-45,Granada,2023-02-07,retail,1,0,0
U005743,18-25,Valencia,2024-07-27,online,1,1,0
U005744,26-35,Madrid,2023-12-29,online,0,1,0
U005745,26-35,Madrid,2024-01-29,online,0,1,0
U005746,18-25,Almería,2023-12-09,retail,0,1,0
U005747,26-35,Almería,2023-07-13,retail,1,1,0
U005748,65+,Málaga,2023-07-21,online,0,1,0
U005749,26-35,Almería,2023-02-16,online,0,1,0
U005750,26-35,Málaga,2024-05-31,retail,1,1,1
U005751,18-25,Valencia,2023-07-18,online,0,1,0
U005752,26-35,Almería,2023-08-06,retail,0,1,0
U005753,46-55,Madrid,2024-12-26,online,1,1,0
U005754,36-45,Valencia,2023-10-09,online,0,1,0
U005755,18-25,Barcelona,2024-01-08,online,1,0,0
U005756,26-35,Málaga,2023-10-10,retail,1,1,0
U005757,36-45,Barcelona,2023-07-31,online,1,1,0
U005758,36-45,Málaga,2023-01-05,retail,0,1,0
U005759,36-45,Granada,2024-09-16,retail,1,1,0
U005760,46-55,Barcelona,2023-12-12,retail,0,1,0
U005761,26-35,Murcia,2024-06-09,online,1,1,0
U005762,26-35,Valencia,2024-11-30,online,0,1,0
U005763,26-35,Granada,2023-01-03,retail,0,1,0
U005764,56-65,Alicante,2024-05-07,online,0,1,0
U005765,46-55,Valencia,2023-03-28,online,0,1,0
U005766,26-35,Alicante,2023-12-01,retail,1,1,0
U005767,46-55,Madrid,2024-09-10,retail,1,0,0
U005768,26-35,Granada,2023-02-22,online,1,0,0
U005769,18-25,Murcia,2024-12-23,online,1,1,0
U005770,18-25,Granada,2024-02-29,online,1,0,0
U005771,26-35,Madrid,2023-10-16,online,0,1,0
U005772,26-35,Alicante,2023-01-15,online,1,1,0
U005773,46-55,Granada,2024-03-04,online,1,1,0
U005774,36-45,Almería,2023-12-28,retail,0,0,0
U005775,36-45,Barcelona,2023-06-07,online,0,0,0
U005776,26-35,Murcia,2023-12-25,online,0,1,0
U005777,46-55,Madrid,2023-01-10,online,0,1,0
U005778,26-35,Barcelona,2023-08-31,online,1,1,0
U005779,18-25,Almería,2023-12-17,online,0,0,0
U005780,26-35,Alicante,2024-07-26,online,1,1,0
U005781,46-55,Almería,2024-06-04,online,0,1,0
U005782,26-35,Murcia,2024-10-10,online,0,1,0
U005783,46-55,Murcia,2024-11-18,online,1,1,0
U005784,26-35,Granada,2023-05-19,retail,1,1,0
U005785,46-55,Almería,2023-10-12,online,0,1,0
U005786,26-35,Granada,2024-05-16,online,0,1,0
U005787,46-55,Murcia,2023-02-02,online,1,0,0
U005788,26-35,Málaga,2024-06-07,online,0,1,0
U005789,18-25,Alicante,2023-01-04,online,1,0,0
U005790,18-25,Barcelona,2024-10-29,online,0,1,0
U005791,56-65,Granada,2024-06-08,retail,0,1,0
U005792,26-35,Alicante,2024-02-17,online,1,1,0
U005793,56-65,Valencia,2023-11-10,online,0,1,0
U005794,46-55,Granada,2024-12-22,online,0,0,0
U005795,36-45,Málaga,2024-06-21,retail,1,1,0
U005796,46-55,Almería,2024-08-12,online,0,0,0
U005797,46-55,Valencia,2024-08-25,online,1,1,0
U005798,56-65,Barcelona,2023-01-16,online,0,1,0
U005799,26-35,Almería,2023-02-09,online,1,1,0
U005800,36-45,Murcia,2023-05-25,online,1,1,0
U005801,56-65,Almería,2024-04-23,retail,1,0,0
U005802,18-25,Alicante,2024-03-31,retail,1,1,0
U005803,26-35,Alicante,2023-08-26,online,1,1,0
U005804,65+,Alicante,2024-12-11,online,0,1,0
U005805,36-45,Madrid,2023-03-09,online,1,0,0
U005806,36-45,Granada,2024-07-21,online,1,1,0
U005807,26-35,Almería,2023-12-18,retail,0,1,0
U005808,36-45,Málaga,2023-11-02,online,1,0,0
U005809,26-35,Valencia,2023-01-19,retail,1,0,0
U005810,26-35,Málaga,2024-06-15,retail,0,0,0
U005811,56-65,Valencia,2024-07-17,online,1,0,0
U005812,18-25,Murcia,2023-08-21,retail,1,1,0
U005813,26-35,Granada,2024-01-13,online,1,1,0
U005814,36-45,Granada,2024-03-18,online,0,1,0
U005815,26-35,Málaga,2023-09-26,online,0,0,0
U005816,36-45,Valencia,2024-03-25,retail,1,1,0
U005817,46-55,Madrid,2023-11-13,online,0,0,0
U005818,36-45,Málaga,2024-10-02,online,1,1,0
U005819,56-65,Almería,2024-06-08,online,0,1,0
U005820,18-25,Barcelona,2023-03-22,retail,1,0,0
U005821,26-35,Murcia,2024-08-06,retail,0,1,0
U005822,36-45,Almería,2023-09-04,retail,1,0,0
U005823,56-65,Granada,2024-11-13,retail,1,1,0
U005824,56-65,Granada,2024-03-16,online,0,1,0
U005825,18-25,Barcelona,2023-01-21,online,0,1,0
U005826,36-45,Málaga,2024-06-20,retail,0,1,0
U005827,56-65,Alicante,2023-04-06,retail,0,0,0
U005828,36-45,Valencia,2024-10-02,online,0,1,0
U005829,56-65,Alicante,2024-11-23,retail,0,1,0
U005830,56-65,Barcelona,2024-05-22,retail,0,1,0
U005831,46-55,Madrid,2024-01-24,online,1,1,0
U005832,36-45,Murcia,2024-03-15,online,1,0,0
U005833,18-25,Almería,2023-11-10,online,0,0,0
U005834,26-35,Málaga,2023-03-03,online,1,0,0
U005835,36-45,Barcelona,2024-11-09,online,1,1,0
U005836,26-35,Barcelona,2023-08-29,online,0,0,0
U005837,26-35,Málaga,2023-08-17,online,0,1,0
U005838,18-25,Granada,2023-05-20,online,0,1,0
U005839,65+,Málaga,2024-12-25,retail,1,0,0
U005840,26-35,Alicante,2024-11-19,retail,0,1,0
U005841,46-55,Valencia,2023-09-13,retail,1,1,0
U005842,26-35,Barcelona,2023-07-09,online,1,1,0
U005843,26-35,Valencia,2024-08-10,online,0,1,0
U005844,26-35,Valencia,2023-11-05,online,0,1,0
U005845,36-45,Barcelona,2024-12-07,online,1,1,0
U005846,56-65,Almería,2024-10-19,online,0,1,0
U005847,36-45,Almería,2024-07-08,online,1,0,0
U005848,56-65,Murcia,2023-03-07,online,1,0,0
U005849,36-45,Granada,2024-05-27,retail,1,1,0
U005850,56-65,Madrid,2024-12-21,online,1,0,0
U005851,26-35,Málaga,2023-09-30,online,1,1,0
U005852,46-55,Valencia,2024-10-05,online,1,1,0
U005853,36-45,Granada,2023-10-25,retail,0,1,0
U005854,26-35,Granada,2024-12-10,online,1,1,0
U005855,26-35,Málaga,2024-04-22,retail,0,1,0
U005856,26-35,Granada,2023-03-12,online,0,0,0
U005857,26-35,Valencia,2023-12-16,retail,0,1,0
U005858,56-65,Alicante,2023-02-06,online,0,1,0
U005859,18-25,Almería,2023-10-16,online,0,1,0
U005860,56-65,Almería,2024-10-30,retail,1,1,0
U005861,46-55,Murcia,2023-06-19,retail,1,1,0
U005862,46-55,Murcia,2024-11-24,retail,1,1,0
U005863,26-35,Valencia,2023-03-14,online,1,1,0
U005864,46-55,Barcelona,2024-04-30,online,1,0,0
U005865,36-45,Madrid,2024-12-05,online,1,1,0
U005866,26-35,Barcelona,2024-04-22,online,1,1,1
U005867,18-25,Granada,2024-10-18,online,1,1,0
U005868,18-25,Granada,2024-12-24,retail,0,1,0
U005869,56-65,Alicante,2024-04-13,retail,0,1,0
U005870,46-55,Málaga,2024-07-25,retail,0,0,0
U005871,18-25,Alicante,2023-01-24,online,0,1,0
U005872,46-55,Almería,2023-11-08,online,1,1,0
U005873,46-55,Madrid,2023-07-30,online,0,1,0
U005874,26-35,Valencia,2024-08-24,retail,1,0,0
U005875,26-35,Granada,2024-05-09,retail,0,1,0
U005876,26-35,Valencia,2024-03-24,online,1,1,0
U005877,26-35,Almería,2023-03-06,online,0,1,0
U005878,26-35,Valencia,2024-11-27,online,0,0,0
U005879,36-45,Madrid,2023-03-15,retail,0,1,0
U005880,26-35,Barcelona,2023-09-11,online,1,1,0
U005881,36-45,Barcelona,2024-04-05,online,0,1,0
U005882,26-35,Alicante,2023-09-07,online,0,1,0
U005883,36-45,Almería,2024-05-13,retail,1,0,0
U005884,36-45,Alicante,2024-07-20,online,0,1,0
U005885,36-45,Barcelona,2024-08-27,retail,1,0,0
U005886,36-45,Murcia,2023-05-11,online,0,0,0
U005887,36-45,Málaga,2023-05-13,online,1,1,0
U005888,18-25,Alicante,2023-02-08,online,0,0,0
U005889,26-35,Alicante,2023-12-25,online,0,1,0
U005890,36-45,Barcelona,2023-04-11,retail,1,0,0
U005891,36-45,Madrid,2023-08-21,online,0,1,0
U005892,18-25,Murcia,2024-09-05,online,0,0,0
U005893,46-55,Madrid,2024-11-23,online,1,0,0
U005894,26-35,Madrid,2024-08-23,online,0,1,0
U005895,36-45,Barcelona,2023-01-01,online,0,1,0
U005896,46-55,Granada,2024-02-19,online,1,1,0
U005897,36-45,Almería,2023-05-02,online,0,1,0
U005898,56-65,Almería,2023-10-02,online,1,1,0
U005899,56-65,Madrid,2023-11-09,online,0,1,0
U005900,26-35,Murcia,2024-11-19,online,0,0,0
U005901,65+,Málaga,2024-04-07,online,0,1,0
U005902,46-55,Valencia,2023-07-15,retail,0,1,0
U005903,26-35,Murcia,2024-04-14,online,1,1,0
U005904,18-25,Alicante,2024-11-25,online,0,0,0
U005905,26-35,Murcia,2023-02-13,retail,1,1,0
U005906,36-45,Valencia,2024-08-18,online,0,1,0
U005907,46-55,Barcelona,2023-06-08,online,0,1,0
U005908,56-65,Madrid,2023-04-22,retail,1,1,0
U005909,18-25,Madrid,2024-10-18,online,0,1,0
U005910,46-55,Murcia,2023-01-02,online,1,0,0
U005911,26-35,Málaga,2024-06-24,online,0,1,0
U005912,56-65,Granada,2023-03-05,online,0,1,0
U005913,36-45,Málaga,2024-03-27,retail,0,1,0
U005914,36-45,Valencia,2024-03-29,online,0,1,0
U005915,46-55,Barcelona,2024-09-21,online,0,0,0
U005916,36-45,Murcia,2024-08-23,retail,1,1,0
U005917,18-25,Alicante,2024-05-15,retail,1,1,0
U005918,56-65,Alicante,2023-10-05,online,0,1,0
U005919,26-35,Madrid,2023-05-02,online,0,1,0
U005920,36-45,Alicante,2024-04-09,online,1,1,0
U005921,26-35,Murcia,2023-12-29,retail,1,1,0
U005922,18-25,Valencia,2023-02-26,online,0,1,0
U005923,18-25,Málaga,2024-11-28,retail,1,1,0
U005924,18-25,Granada,2023-08-18,online,1,1,0
U005925,26-35,Alicante,2023-01-02,retail,1,1,0
U005926,46-55,Valencia,2024-10-20,online,1,1,0
U005927,56-65,Madrid,2024-02-26,online,0,1,0
U005928,18-25,Granada,2024-06-19,online,1,0,0
U005929,26-35,Madrid,2023-04-22,online,0,0,0
U005930,36-45,Alicante,2023-10-23,online,0,1,0
U005931,56-65,Málaga,2024-04-15,online,0,1,0
U005932,18-25,Madrid,2023-07-03,retail,0,0,0
U005933,36-45,Málaga,2024-05-27,online,0,1,0
U005934,46-55,Almería,2023-06-20,online,1,1,0
U005935,18-25,Barcelona,2023-06-02,online,0,1,0
U005936,36-45,Barcelona,2023-01-09,online,0,0,0
U005937,65+,Almería,2023-07-25,online,0,0,0
U005938,26-35,Almería,2023-06-30,online,0,1,0
U005939,26-35,Madrid,2024-07-11,online,1,0,0
U005940,18-25,Barcelona,2024-02-20,online,1,1,0
U005941,56-65,Málaga,2023-05-10,online,0,0,0
U005942,46-55,Barcelona,2024-02-19,online,1,1,0
U005943,36-45,Valencia,2023-06-14,online,0,1,0
U005944,26-35,Almería,2023-11-07,online,0,1,0
U005945,36-45,Málaga,2024-10-10,online,1,0,0
U005946,65+,Murcia,2024-06-09,online,1,1,0
U005947,18-25,Valencia,2024-04-20,online,0,1,0
U005948,26-35,Alicante,2023-07-25,online,0,1,0
U005949,65+,Valencia,2023-04-01,retail,0,0,0
U005950,36-45,Valencia,2024-07-03,online,1,0,0
U005951,36-45,Madrid,2024-02-19,retail,0,1,0
U005952,46-55,Valencia,2024-03-30,online,1,1,0
U005953,46-55,Alicante,2024-12-12,online,0,1,0
U005954,36-45,Murcia,2023-09-12,retail,0,1,0
U005955,26-35,Granada,2024-08-07,retail,1,1,0
U005956,56-65,Barcelona,2024-02-13,online,0,0,0
U005957,26-35,Murcia,2023-06-21,online,1,0,0
U005958,26-35,Granada,2023-02-08,online,1,1,0
U005959,36-45,Almería,2024-03-25,retail,1,1,0
U005960,36-45,Granada,2023-08-06,retail,1,1,0
U005961,46-55,Almería,2024-05-22,online,0,1,0
U005962,46-55,Almería,2024-05-26,retail,0,1,0
U005963,46-55,Alicante,2023-11-29,online,1,1,0
U005964,18-25,Granada,2024-01-27,retail,0,0,0
U005965,26-35,Barcelona,2024-04-02,online,0,1,0
U005966,36-45,Granada,2023-12-09,online,1,1,0
U005967,56-65,Almería,2024-10-02,online,1,1,0
U005968,46-55,Granada,2023-02-25,online,0,0,0
U005969,26-35,Murcia,2024-12-16,online,1,1,0
U005970,46-55,Málaga,2023-01-25,online,0,0,0
U005971,36-45,Barcelona,2023-06-01,online,0,0,0
U005972,26-35,Granada,2024-06-01,online,1,1,0
U005973,26-35,Murcia,2023-03-04,online,0,1,0
U005974,26-35,Murcia,2023-07-11,online,0,0,0
U005975,26-35,Madrid,2023-04-23,retail,0,1,0
U005976,65+,Málaga,2024-06-12,retail,1,1,0
U005977,46-55,Barcelona,2024-02-27,online,0,0,0
U005978,26-35,Málaga,2023-02-17,online,0,0,0
U005979,36-45,Granada,2023-12-02,online,1,0,0
U005980,26-35,Barcelona,2023-06-02,online,1,1,0
U005981,65+,Alicante,2024-12-07,retail,0,1,0
U005982,46-55,Murcia,2023-03-20,online,0,1,0
U005983,36-45,Murcia,2024-03-12,online,0,1,0
U005984,26-35,Valencia,2023-12-18,online,0,0,0
U005985,65+,Alicante,2024-02-27,retail,1,1,0
U005986,46-55,Barcelona,2024-11-29,online,0,0,0
U005987,56-65,Málaga,2023-09-07,retail,1,1,0
U005988,26-35,Madrid,2024-06-30,online,1,0,0
U005989,36-45,Barcelona,2023-11-23,online,1,1,0
U005990,46-55,Alicante,2024-04-27,online,0,0,0
U005991,36-45,Barcelona,2023-09-24,retail,0,0,0
U005992,18-25,Málaga,2023-06-15,online,0,1,0
U005993,26-35,Barcelona,2023-03-03,online,0,0,0
U005994,65+,Murcia,2023-03-16,online,0,1,0
U005995,26-35,Granada,2024-12-01,retail,1,0,0
U005996,46-55,Granada,2024-07-29,online,0,0,0
U005997,26-35,Madrid,2023-06-28,online,0,0,0
U005998,26-35,Valencia,2024-01-22,online,1,0,0
U005999,46-55,Granada,2024-06-05,online,0,1,0
U006000,18-25,Málaga,2023-09-15,retail,0,0,0
U006001,26-35,Almería,2023-11-18,retail,0,1,0
U006002,56-65,Barcelona,2024-06-08,online,0,0,0
U006003,26-35,Madrid,2023-06-16,retail,0,1,0
U006004,65+,Barcelona,2024-01-20,online,1,0,0
U006005,36-45,Granada,2023-06-03,online,1,0,0
U006006,26-35,Madrid,2023-01-03,online,0,0,0
U006007,26-35,Alicante,2024-05-18,online,1,0,0
U006008,26-35,Alicante,2024-05-31,online,1,1,0
U006009,36-45,Málaga,2024-12-27,online,0,0,0
U006010,56-65,Barcelona,2023-05-13,online,0,0,0
U006011,18-25,Murcia,2024-06-23,online,1,1,0
U006012,18-25,Madrid,2024-11-23,online,1,1,0
U006013,18-25,Alicante,2024-04-15,retail,0,1,0
U006014,36-45,Madrid,2024-12-04,online,0,1,0
U006015,46-55,Granada,2024-12-26,online,0,1,0
U006016,26-35,Alicante,2024-08-08,retail,1,1,0
